DATE & TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,SPL,SPH
2023-03-17 10:09:00,17116.25,17127.95,17112.85,17124.85,6300,,
2023-03-17 10:10:00,17124.2,17126.8,17121.7,17122.05,4750,,
2023-03-17 10:11:00,17122.75,17126.45,17119.3,17123.1,5400,,
2023-03-17 10:12:00,17125.0,17141.85,17123.55,17135.5,21550,,
2023-03-17 10:13:00,17136.95,17138.9,17129.95,17129.95,10500,,
2023-03-17 10:14:00,17129.3,17138.0,17129.3,17133.45,6050,,
2023-03-17 10:15:00,17134.0,17139.0,17126.0,17137.0,9350,,
2023-03-17 10:16:00,17137.0,17156.0,17135.55,17153.5,36400,,
2023-03-17 10:17:00,17150.3,17156.0,17150.3,17153.35,19050,,
2023-03-17 10:18:00,17154.2,17160.0,17152.6,17152.6,25800,,
2023-03-17 10:19:00,17152.3,17159.25,17146.0,17146.0,23750,,
2023-03-17 10:20:00,17147.8,17152.95,17138.75,17138.9,16300,,
2023-03-17 10:21:00,17138.0,17148.55,17138.0,17147.4,13950,,
2023-03-17 10:22:00,17147.1,17153.05,17143.4,17151.85,8550,,
2023-03-17 10:23:00,17152.95,17153.0,17145.05,17146.15,10800,,
2023-03-17 10:24:00,17147.2,17148.35,17140.9,17145.1,8300,,
2023-03-17 10:25:00,17144.35,17144.9,17132.05,17134.2,11250,,
2023-03-17 10:26:00,17134.05,17134.05,17122.7,17122.7,23000,,
2023-03-17 10:27:00,17124.2,17139.95,17122.7,17136.0,18250,,
2023-03-17 10:28:00,17136.1,17139.75,17132.45,17139.75,5450,,
2023-03-17 10:29:00,17138.5,17147.9,17135.0,17137.5,7850,,
2023-03-17 10:30:00,17137.35,17137.35,17126.4,17129.8,7450,,
2023-03-17 10:31:00,17131.3,17139.05,17131.3,17135.0,12450,,
2023-03-17 10:32:00,17135.0,17136.95,17126.2,17126.2,7950,,
2023-03-17 10:33:00,17128.7,17160.15,17128.7,17160.0,381750,,
2023-03-17 10:34:00,17160.05,17160.65,17135.25,17135.25,299600,,
2023-03-17 10:35:00,17134.2,17139.05,17130.7,17130.7,18050,,
2023-03-17 10:36:00,17131.9,17142.35,17131.9,17135.25,10300,,
2023-03-17 10:37:00,17136.85,17136.9,17128.7,17129.2,9400,,
2023-03-17 10:38:00,17129.2,17131.2,17123.95,17130.1,28350,,
2023-03-17 10:39:00,17130.0,17134.7,17124.0,17124.15,23250,,
2023-03-17 10:40:00,17124.15,17125.4,17115.05,17118.2,39850,,
2023-03-17 10:41:00,17115.75,17123.95,17112.15,17121.6,13650,,
2023-03-17 10:42:00,17123.95,17125.0,17118.0,17120.0,11800,,
2023-03-17 10:43:00,17119.2,17124.0,17119.15,17124.0,5200,,
2023-03-17 10:44:00,17122.0,17134.7,17121.0,17133.25,7600,,
2023-03-17 10:45:00,17131.0,17131.9,17123.75,17124.45,4900,,
2023-03-17 10:46:00,17123.1,17124.8,17120.0,17124.4,18400,,
2023-03-17 10:47:00,17125.95,17130.4,17123.6,17125.75,5600,,
2023-03-17 10:48:00,17127.25,17127.25,17118.8,17119.8,9050,,
2023-03-17 10:49:00,17119.8,17123.05,17116.0,17117.0,6350,,
2023-03-17 10:50:00,17116.2,17120.0,17113.0,17118.0,11850,,
2023-03-17 10:51:00,17117.15,17121.0,17110.0,17113.25,15650,,
2023-03-17 10:52:00,17113.45,17113.45,17105.1,17108.1,27650,,
2023-03-17 10:53:00,17107.85,17112.0,17104.3,17112.0,20600,,
2023-03-17 10:54:00,17112.0,17116.25,17110.1,17115.8,17700,,
2023-03-17 10:55:00,17115.85,17117.95,17112.9,17117.9,16750,,
2023-03-17 10:56:00,17118.0,17122.5,17110.25,17116.15,14050,,
2023-03-17 10:57:00,17116.95,17119.9,17116.1,17119.9,6100,,
2023-03-17 10:58:00,17121.95,17129.95,17118.0,17129.4,15950,,
2023-03-17 10:59:00,17129.95,17129.95,17122.0,17127.6,11600,,
2023-03-17 11:00:00,17130.15,17130.95,17122.0,17122.0,5450,,
2023-03-17 11:01:00,17122.0,17133.45,17117.4,17118.0,61050,,
2023-03-17 11:02:00,17118.0,17125.0,17116.3,17124.0,16900,,
2023-03-17 11:03:00,17124.0,17130.0,17122.15,17130.0,13000,,
2023-03-17 11:04:00,17129.35,17131.4,17121.0,17126.0,7250,,
2023-03-17 11:05:00,17128.05,17128.05,17111.3,17111.3,6600,,
2023-03-17 11:06:00,17111.5,17116.0,17107.0,17111.1,14950,,
2023-03-17 11:07:00,17111.0,17115.0,17106.4,17113.25,9550,,
2023-03-17 11:08:00,17111.1,17116.95,17110.0,17116.55,6550,,
2023-03-17 11:09:00,17116.1,17118.45,17114.0,17115.9,4800,,
2023-03-17 11:10:00,17114.5,17114.75,17103.5,17103.5,14350,,
2023-03-17 11:11:00,17102.0,17105.55,17092.1,17092.1,47750,,
2023-03-17 11:12:00,17092.1,17107.3,17092.1,17103.65,25400,,
2023-03-17 11:13:00,17102.0,17102.0,17092.0,17092.0,18400,,
2023-03-17 11:14:00,17092.0,17100.0,17090.5,17097.15,38350,,
2023-03-17 11:15:00,17097.2,17097.2,17084.65,17090.05,38850,,
2023-03-17 11:16:00,17092.25,17094.95,17086.35,17092.55,24950,,
2023-03-17 11:17:00,17094.4,17098.1,17091.4,17094.95,17800,,
2023-03-17 11:18:00,17094.9,17102.85,17090.15,17099.9,16050,,
2023-03-17 11:19:00,17099.9,17100.0,17087.05,17088.85,11600,,
2023-03-17 11:20:00,17088.9,17089.05,17083.3,17086.0,13150,,
2023-03-17 11:21:00,17085.0,17092.5,17080.35,17092.5,19650,,
2023-03-17 11:22:00,17090.0,17093.45,17083.15,17083.9,8950,,
2023-03-17 11:23:00,17083.9,17083.9,17078.0,17083.9,29750,,
2023-03-17 11:24:00,17083.85,17090.95,17082.65,17090.95,10400,,
2023-03-17 11:25:00,17091.1,17092.95,17085.05,17092.95,9500,,
2023-03-17 11:26:00,17092.95,17104.85,17091.85,17102.0,18650,,
2023-03-17 11:27:00,17103.95,17105.55,17090.0,17093.45,15950,,
2023-03-17 11:28:00,17091.05,17097.7,17089.9,17092.5,7450,,
2023-03-17 11:29:00,17092.5,17092.5,17085.15,17090.45,8150,,
2023-03-17 11:30:00,17086.0,17087.8,17082.55,17087.8,12350,,
2023-03-17 11:31:00,17087.75,17090.8,17082.75,17084.85,7500,,
2023-03-17 11:32:00,17086.0,17087.0,17075.0,17076.05,21550,,
2023-03-17 11:33:00,17075.8,17077.95,17068.0,17070.85,60200,,
2023-03-17 11:34:00,17070.0,17072.1,17064.0,17065.05,31050,,
2023-03-17 11:35:00,17065.0,17069.9,17061.0,17068.45,90500,,
2023-03-17 11:36:00,17069.1,17069.85,17064.3,17066.0,28050,,
2023-03-17 11:37:00,17065.0,17066.9,17060.9,17066.9,15950,,
2023-03-17 11:38:00,17067.4,17068.0,17059.0,17059.0,22750,,
2023-03-17 11:39:00,17060.0,17062.2,17055.55,17055.55,20550,,
2023-03-17 11:40:00,17054.0,17060.6,17052.0,17056.9,33700,,
2023-03-17 11:41:00,17055.0,17057.95,17051.0,17051.55,21200,,
2023-03-17 11:42:00,17051.9,17055.0,17048.3,17053.95,67650,,
2023-03-17 11:43:00,17055.95,17062.5,17053.9,17062.5,27550,,
2023-03-17 11:44:00,17062.05,17072.95,17057.75,17070.75,30250,,
2023-03-17 11:45:00,17070.95,17070.95,17063.9,17066.55,17200,,
2023-03-17 11:46:00,17069.8,17072.5,17061.75,17065.4,17200,,
2023-03-17 11:47:00,17065.5,17075.0,17065.0,17073.6,18150,,
2023-03-17 11:48:00,17073.45,17082.0,17073.15,17080.0,33950,,
2023-03-17 11:49:00,17079.1,17085.4,17077.25,17083.75,31600,,
2023-03-17 11:50:00,17086.1,17086.1,17070.05,17071.4,24950,,
2023-03-17 11:51:00,17069.7,17082.0,17067.7,17077.15,16800,,
2023-03-17 11:52:00,17077.2,17078.25,17071.45,17074.7,8400,,
2023-03-17 11:53:00,17075.6,17079.0,17072.8,17074.75,10300,,
2023-03-17 11:54:00,17075.05,17087.4,17074.45,17086.0,21650,,
2023-03-17 11:55:00,17087.15,17094.5,17083.4,17094.0,22950,,
2023-03-17 11:56:00,17095.7,17098.15,17090.7,17098.15,17650,,
2023-03-17 11:57:00,17098.6,17106.95,17098.6,17102.35,35100,,
2023-03-17 11:58:00,17103.35,17103.5,17093.75,17099.95,16000,,
2023-03-17 11:59:00,17099.0,17106.0,17096.15,17104.0,10000,,
2023-03-17 12:00:00,17105.0,17106.35,17098.1,17102.4,16650,,
2023-03-17 12:01:00,17104.0,17120.0,17104.0,17120.0,96000,,
2023-03-17 12:02:00,17119.5,17119.5,17104.35,17104.35,21800,,
2023-03-17 12:03:00,17103.05,17103.05,17096.65,17098.0,11800,,
2023-03-17 12:04:00,17095.2,17101.0,17090.0,17090.0,13600,,
2023-03-17 12:05:00,17090.35,17095.0,17085.0,17087.55,19150,,
2023-03-17 12:06:00,17086.35,17096.85,17076.55,17076.55,19000,,
2023-03-17 12:07:00,17078.4,17087.35,17078.4,17083.8,13250,,
2023-03-17 12:08:00,17086.0,17086.3,17075.95,17078.0,18000,,
2023-03-17 12:09:00,17077.9,17077.9,17064.9,17065.1,31950,,
2023-03-17 12:10:00,17064.3,17064.3,17054.0,17054.0,28450,,
2023-03-17 12:11:00,17054.0,17060.0,17051.85,17056.0,78350,,
2023-03-17 12:12:00,17057.55,17057.9,17040.05,17042.55,41950,,
2023-03-17 12:13:00,17041.8,17045.0,17037.9,17041.3,35350,,
2023-03-17 12:14:00,17042.5,17059.95,17041.35,17059.95,25700,,
2023-03-17 12:15:00,17058.4,17058.4,17045.0,17046.9,20550,,
2023-03-17 12:16:00,17045.0,17052.8,17042.25,17045.0,16300,,
2023-03-17 12:17:00,17046.1,17047.1,17040.0,17045.0,18900,,
2023-03-17 12:18:00,17044.9,17053.4,17042.25,17051.2,13150,,
2023-03-17 12:19:00,17050.0,17052.9,17047.25,17052.9,8400,,
2023-03-17 12:20:00,17052.3,17052.9,17032.2,17039.95,32200,,
2023-03-17 12:21:00,17037.95,17041.0,17035.5,17036.25,26100,,
2023-03-17 12:22:00,17034.25,17034.25,17020.05,17029.25,75600,Temp SPL,
2023-03-17 12:23:00,17029.7,17039.9,17027.0,17034.0,17450,,
2023-03-17 12:24:00,17034.0,17046.55,17034.0,17043.85,15550,,
2023-03-17 12:25:00,17043.9,17046.7,17038.0,17039.85,26700,,
2023-03-17 12:26:00,17041.85,17048.0,17038.9,17048.0,19900,,
2023-03-17 12:27:00,17047.3,17052.9,17039.9,17041.75,13050,,
2023-03-17 12:28:00,17041.9,17043.95,17035.1,17038.4,6550,,
2023-03-17 12:29:00,17038.5,17049.85,17036.2,17049.85,13000,,
2023-03-17 12:30:00,17051.3,17051.3,17042.35,17046.95,13050,,
2023-03-17 12:31:00,17046.0,17058.45,17045.75,17058.45,22000,,
2023-03-17 12:32:00,17058.0,17060.0,17052.25,17059.9,18500,,Temp SPH
2023-03-17 12:33:00,17059.9,17059.9,17048.0,17048.85,11250,,
2023-03-17 12:34:00,17046.75,17053.6,17041.2,17041.2,9250,,
2023-03-17 12:35:00,17041.9,17045.9,17039.2,17040.0,10650,,
2023-03-17 12:36:00,17040.0,17044.0,17032.15,17033.7,12100,Temp SPL,
2023-03-17 12:37:00,17035.2,17041.35,17032.55,17040.0,9650,,
2023-03-17 12:38:00,17040.2,17050.0,17039.0,17044.65,12500,,
2023-03-17 12:39:00,17044.55,17055.0,17044.55,17055.0,25150,,
2023-03-17 12:40:00,17054.95,17056.5,17045.05,17047.6,13150,,
2023-03-17 12:41:00,17048.0,17050.75,17045.7,17050.7,7150,,
2023-03-17 12:42:00,17053.0,17057.2,17050.1,17051.5,23700,,
2023-03-17 12:43:00,17050.05,17055.0,17049.95,17052.15,3450,,
2023-03-17 12:44:00,17052.05,17054.95,17045.0,17045.55,6050,,
2023-03-17 12:45:00,17045.95,17053.3,17045.45,17049.5,5600,,
2023-03-17 12:46:00,17049.5,17069.0,17049.5,17069.0,19000,,
2023-03-17 12:47:00,17069.8,17069.8,17057.45,17069.25,19650,,
2023-03-17 12:48:00,17069.3,17078.0,17067.95,17069.0,28700,,
2023-03-17 12:49:00,17068.8,17074.85,17065.75,17069.65,13650,,
2023-03-17 12:50:00,17069.95,17076.9,17069.65,17075.95,13700,,
2023-03-17 12:51:00,17075.9,17082.95,17068.05,17070.5,27600,,Temp SPH
2023-03-17 12:52:00,17067.7,17076.15,17059.9,17061.0,17200,,
2023-03-17 12:53:00,17060.55,17062.95,17050.55,17052.9,14800,,
2023-03-17 12:54:00,17050.85,17057.95,17047.15,17048.15,16350,,
2023-03-17 12:55:00,17052.75,17057.95,17047.4,17050.0,11450,,
2023-03-17 12:56:00,17051.3,17059.0,17048.45,17058.3,7500,,
2023-03-17 12:57:00,17059.95,17063.0,17056.05,17060.45,8900,,
2023-03-17 12:58:00,17058.05,17058.05,17051.2,17054.1,8050,,
2023-03-17 12:59:00,17054.1,17057.75,17047.6,17048.95,4000,,
2023-03-17 13:00:00,17049.1,17054.95,17049.1,17053.3,7000,,
2023-03-17 13:01:00,17053.0,17055.25,17047.3,17054.0,7600,,
2023-03-17 13:02:00,17051.9,17051.95,17047.25,17047.75,3850,,
2023-03-17 13:03:00,17047.35,17049.15,17036.6,17038.0,22150,,
2023-03-17 13:04:00,17037.85,17040.0,17022.85,17023.1,25900,,
2023-03-17 13:05:00,17022.4,17032.9,17022.0,17030.0,19300,Temp SPL,
2023-03-17 13:06:00,17030.55,17043.8,17028.05,17043.45,20350,,
2023-03-17 13:07:00,17043.1,17049.95,17037.25,17049.95,11650,Temp SPL,
2023-03-17 13:08:00,17049.5,17051.95,17041.0,17050.0,8400,,
2023-03-17 13:09:00,17052.0,17060.0,17048.6,17060.0,10200,,Temp SPH
2023-03-17 13:10:00,17060.0,17060.0,17053.8,17053.8,6000,,
2023-03-17 13:11:00,17054.15,17058.0,17050.0,17051.7,6700,,
2023-03-17 13:12:00,17053.95,17058.0,17050.0,17056.0,7500,,
2023-03-17 13:13:00,17057.0,17057.0,17044.05,17045.65,9050,Temp SPL,
2023-03-17 13:14:00,17047.65,17050.0,17045.25,17048.55,4700,,
2023-03-17 13:15:00,17051.35,17063.9,17049.5,17058.5,16100,,
2023-03-17 13:16:00,17056.0,17067.8,17055.3,17066.05,18600,,
2023-03-17 13:17:00,17065.05,17072.0,17061.35,17064.95,18050,,Temp SPH
2023-03-17 13:18:00,17062.1,17064.95,17057.25,17059.35,11750,,
2023-03-17 13:19:00,17057.1,17060.85,17045.6,17050.0,13500,Temp SPL,
2023-03-17 13:20:00,17049.1,17056.9,17045.95,17056.5,4750,,
2023-03-17 13:21:00,17054.45,17056.0,17049.95,17053.1,2850,Temp SPL,
2023-03-17 13:22:00,17055.25,17070.0,17055.25,17064.05,12550,,
2023-03-17 13:23:00,17064.95,17072.3,17060.05,17065.15,13250,,Temp SPH
2023-03-17 13:24:00,17063.85,17068.9,17063.0,17064.9,8900,,
2023-03-17 13:25:00,17066.7,17067.5,17060.0,17060.85,9200,,
2023-03-17 13:26:00,17062.0,17064.9,17055.45,17064.9,12700,Temp SPL,
2023-03-17 13:27:00,17063.0,17075.0,17061.75,17071.4,16350,,
2023-03-17 13:28:00,17068.25,17078.0,17067.0,17072.3,12550,,Temp SPH
2023-03-17 13:29:00,17072.0,17073.55,17061.1,17063.05,12200,,
2023-03-17 13:30:00,17062.55,17070.0,17062.55,17066.95,6000,Temp SPL,
2023-03-17 13:31:00,17066.75,17093.0,17063.6,17082.0,50200,,
2023-03-17 13:32:00,17081.05,17083.5,17071.7,17083.5,21600,Temp SPL,
2023-03-17 13:33:00,17081.35,17083.0,17075.35,17083.0,8500,,
2023-03-17 13:34:00,17083.0,17090.95,17078.0,17084.05,24600,,
2023-03-17 13:35:00,17085.0,17087.5,17080.5,17085.25,11150,,
2023-03-17 13:36:00,17088.0,17099.1,17086.25,17089.75,64000,,Temp SPH
2023-03-17 13:37:00,17087.5,17092.9,17075.3,17078.4,22400,,
2023-03-17 13:38:00,17078.15,17085.0,17075.6,17085.0,15700,Temp SPL,
2023-03-17 13:39:00,17088.0,17088.9,17081.35,17083.55,6600,,
2023-03-17 13:40:00,17085.5,17091.15,17083.05,17084.8,6550,,
2023-03-17 13:41:00,17085.0,17093.0,17083.65,17085.0,22700,,
2023-03-17 13:42:00,17085.3,17098.95,17085.3,17090.0,17900,,Temp SPH
2023-03-17 13:43:00,17088.05,17096.25,17088.0,17092.4,9800,,
2023-03-17 13:44:00,17092.9,17098.4,17081.9,17081.9,10350,,
2023-03-17 13:45:00,17084.05,17084.75,17072.25,17073.2,15650,Temp SPL,
2023-03-17 13:46:00,17076.0,17093.25,17076.0,17092.0,17350,,
2023-03-17 13:47:00,17091.3,17114.0,17091.3,17111.95,58600,,
2023-03-17 13:48:00,17114.0,17114.0,17100.0,17100.0,71750,,
2023-03-17 13:49:00,17105.95,17115.0,17104.95,17109.55,37300,,
2023-03-17 13:50:00,17107.0,17111.75,17106.0,17107.25,10400,,
2023-03-17 13:51:00,17106.7,17123.2,17106.7,17116.8,47000,,
2023-03-17 13:52:00,17115.0,17119.85,17110.3,17119.85,21600,,
2023-03-17 13:53:00,17117.85,17127.85,17116.55,17122.65,53000,,
2023-03-17 13:54:00,17125.6,17139.65,17120.8,17137.0,55350,,
2023-03-17 13:55:00,17142.0,17151.2,17137.55,17149.0,99750,,
2023-03-17 13:56:00,17148.0,17161.95,17146.55,17161.95,103200,,
2023-03-17 13:57:00,17165.0,17166.55,17148.0,17149.9,126150,,Temp SPH
2023-03-17 13:58:00,17150.8,17159.0,17148.8,17156.4,43000,,
2023-03-17 13:59:00,17159.35,17164.0,17155.0,17157.4,43800,,
2023-03-17 14:00:00,17156.45,17160.95,17149.05,17149.95,36100,,
2023-03-17 14:01:00,17149.95,17159.7,17149.95,17156.65,30950,,
2023-03-17 14:02:00,17156.8,17156.8,17135.95,17143.9,33450,,
2023-03-17 14:03:00,17143.0,17148.0,17137.5,17142.65,24500,,
2023-03-17 14:04:00,17142.0,17152.1,17142.0,17150.0,27000,,
2023-03-17 14:05:00,17149.5,17158.6,17147.2,17150.1,16700,,
2023-03-17 14:06:00,17150.8,17156.4,17149.6,17150.45,10650,,
2023-03-17 14:07:00,17150.7,17163.0,17150.4,17152.0,21350,,
2023-03-17 14:08:00,17151.4,17157.65,17141.1,17141.1,24250,,
2023-03-17 14:09:00,17140.65,17150.35,17140.0,17149.4,33200,,
2023-03-17 14:10:00,17149.85,17155.65,17147.3,17151.0,17300,,
2023-03-17 14:11:00,17151.05,17154.65,17141.2,17143.8,17500,,
2023-03-17 14:12:00,17143.65,17150.0,17143.1,17148.0,9650,,
2023-03-17 14:13:00,17147.9,17147.9,17139.0,17140.3,9600,,
2023-03-17 14:14:00,17142.4,17147.45,17128.0,17129.9,21000,,
2023-03-17 14:15:00,17127.55,17138.55,17124.35,17138.55,24600,,
2023-03-17 14:16:00,17138.9,17146.15,17134.7,17134.7,28100,,
2023-03-17 14:17:00,17134.7,17140.75,17133.0,17140.0,14500,,
2023-03-17 14:18:00,17142.5,17142.5,17131.0,17132.0,10850,,
2023-03-17 14:19:00,17132.0,17133.85,17122.1,17127.5,18000,,
2023-03-17 14:20:00,17125.1,17131.85,17116.1,17116.1,24000,,
2023-03-17 14:21:00,17116.0,17119.25,17106.5,17109.4,29700,,
2023-03-17 14:22:00,17108.0,17117.7,17106.35,17110.55,20700,,
2023-03-17 14:23:00,17112.2,17112.2,17105.0,17109.0,16650,,
2023-03-17 14:24:00,17111.0,17113.0,17102.0,17102.0,17500,,
2023-03-17 14:25:00,17100.2,17100.2,17088.05,17091.0,51400,,
2023-03-17 14:26:00,17092.15,17092.4,17081.0,17081.0,42750,,
2023-03-17 14:27:00,17079.3,17086.0,17074.0,17085.15,43750,Temp SPL,
2023-03-17 14:28:00,17086.25,17094.5,17083.05,17083.2,45450,,
2023-03-17 14:29:00,17084.25,17095.35,17080.0,17095.35,35100,Temp SPL,
2023-03-17 14:30:00,17095.75,17095.75,17087.8,17090.15,20650,,
2023-03-17 14:31:00,17090.7,17105.85,17090.55,17105.85,38950,Temp SPL,
2023-03-17 14:32:00,17106.55,17117.8,17103.35,17117.8,27450,,
2023-03-17 14:33:00,17117.8,17121.7,17111.85,17121.7,22150,,
2023-03-17 14:34:00,17122.05,17133.0,17122.05,17127.8,29950,,
2023-03-17 14:35:00,17126.9,17143.8,17126.9,17143.6,26600,,
2023-03-17 14:36:00,17143.3,17147.5,17125.5,17136.0,31200,,
2023-03-17 14:37:00,17137.5,17138.7,17132.45,17133.6,12800,,
2023-03-17 14:38:00,17134.05,17155.0,17133.6,17149.25,30500,,Temp SPH
2023-03-17 14:39:00,17150.0,17150.9,17140.0,17141.9,19300,,
2023-03-17 14:40:00,17143.0,17144.0,17128.5,17130.2,22850,,
2023-03-17 14:41:00,17131.15,17140.0,17131.15,17140.0,13650,,
2023-03-17 14:42:00,17139.35,17140.0,17131.55,17133.6,19400,,
2023-03-17 14:43:00,17133.0,17138.0,17123.25,17123.6,27300,,
2023-03-17 14:44:00,17123.25,17144.8,17122.1,17139.4,30700,Temp SPL,
2023-03-17 14:45:00,17140.7,17142.7,17133.05,17135.15,17150,,
2023-03-17 14:46:00,17137.1,17142.0,17130.0,17130.0,14550,,
2023-03-17 14:47:00,17129.1,17137.75,17129.1,17136.9,16150,,
2023-03-17 14:48:00,17140.0,17145.25,17132.8,17137.6,21850,,Temp SPH
2023-03-17 14:49:00,17140.2,17140.2,17123.2,17126.2,20650,,
2023-03-17 14:50:00,17126.85,17129.05,17119.45,17125.05,19500,,
2023-03-17 14:51:00,17128.7,17129.0,17118.05,17118.1,35850,,
2023-03-17 14:52:00,17119.05,17119.05,17111.0,17111.15,31600,,
2023-03-17 14:53:00,17110.85,17117.0,17106.0,17117.0,17050,Temp SPL,
2023-03-17 14:54:00,17116.6,17140.0,17115.65,17140.0,35150,,
2023-03-17 14:55:00,17143.4,17150.0,17139.85,17145.7,53150,,
2023-03-17 14:56:00,17145.6,17150.0,17138.25,17150.0,19600,Temp SPL,
2023-03-17 14:57:00,17151.0,17165.0,17151.0,17164.1,68150,,
2023-03-17 14:58:00,17171.25,17174.9,17163.5,17168.1,96450,,
2023-03-17 14:59:00,17168.3,17174.3,17158.05,17173.8,36600,,
2023-03-17 15:00:00,17178.0,17181.5,17170.1,17174.45,75100,,
2023-03-17 15:01:00,17175.75,17189.4,17175.1,17187.75,109300,,
2023-03-17 15:02:00,17189.7,17189.7,17155.05,17158.3,106650,,Temp SPH
2023-03-17 15:03:00,17159.5,17165.1,17147.35,17164.0,97750,,
2023-03-17 15:04:00,17164.05,17175.0,17164.05,17172.8,74450,,
2023-03-17 15:05:00,17171.0,17177.55,17165.55,17171.1,102050,,
2023-03-17 15:06:00,17169.8,17169.8,17152.55,17167.55,52050,Temp SPL,
2023-03-17 15:07:00,17167.5,17183.0,17166.05,17180.0,76400,,
2023-03-17 15:08:00,17180.85,17190.95,17176.8,17185.7,71050,,
2023-03-17 15:09:00,17184.0,17194.0,17183.3,17192.75,134950,,
2023-03-17 15:10:00,17192.5,17199.0,17189.0,17198.35,100700,,
2023-03-17 15:11:00,17199.0,17199.0,17183.7,17186.9,82750,,
2023-03-17 15:12:00,17185.8,17198.0,17184.7,17196.7,81000,,
2023-03-17 15:13:00,17196.8,17208.75,17194.75,17207.15,120150,,Temp SPH
2023-03-17 15:14:00,17205.75,17206.85,17190.0,17193.5,73150,,
2023-03-17 15:15:00,17192.2,17194.0,17185.0,17193.4,35750,,Temp SPH
