20230317 123600;17040;17044;17032.15;17033.7;12100
20230317 123700;17035.2;17041.35;17032.55;17040;9650
20230317 123800;17040.2;17050;17039;17044.65;12500
20230317 123900;17044.55;17055;17044.55;17055;25150
20230317 124000;17054.95;17056.5;17045.05;17047.6;13150
20230317 124100;17048;17050.75;17045.7;17050.7;7150
20230317 124200;17053;17057.2;17050.1;17051.5;23700
20230317 124300;17050.05;17055;17049.95;17052.15;3450
20230317 124400;17052.05;17054.95;17045;17045.55;6050
20230317 124500;17045.95;17053.3;17045.45;17049.5;5600
20230317 124600;17049.5;17069;17049.5;17069;19000
20230317 124700;17069.8;17069.8;17057.45;17069.25;19650
20230317 124800;17069.3;17078;17067.95;17069;28700
20230317 124900;17068.8;17074.85;17065.75;17069.65;13650
20230317 125000;17069.95;17076.9;17069.65;17075.95;13700
20230317 125100;17075.9;17082.95;17068.05;17070.5;27600
20230317 125200;17067.7;17076.15;17059.9;17061;17200
20230317 125300;17060.55;17062.95;17050.55;17052.9;14800
20230317 125400;17050.85;17057.95;17047.15;17048.15;16350
20230317 125500;17052.75;17057.95;17047.4;17050;11450
20230317 125600;17051.3;17059;17048.45;17058.3;7500
20230317 125700;17059.95;17063;17056.05;17060.45;8900
20230317 125800;17058.05;17058.05;17051.2;17054.1;8050
20230317 125900;17054.1;17057.75;17047.6;17048.95;4000
20230317 130000;17049.1;17054.95;17049.1;17053.3;7000
20230317 130100;17053;17055.25;17047.3;17054;7600
20230317 130200;17051.9;17051.95;17047.25;17047.75;3850
20230317 130300;17047.35;17049.15;17036.6;17038;22150
20230317 130400;17037.85;17040;17022.85;17023.1;25900
20230317 130500;17022.4;17032.9;17022;17030;19300
20230317 130600;17030.55;17043.8;17028.05;17043.45;20350
20230317 130700;17043.1;17049.95;17037.25;17049.95;11650
20230317 130800;17049.5;17051.95;17041;17050;8400
20230317 130900;17052;17060;17048.6;17060;10200
20230317 131000;17060;17060;17053.8;17053.8;6000
20230317 131100;17054.15;17058;17050;17051.7;6700
20230317 131200;17053.95;17058;17050;17056;7500
20230317 131300;17057;17057;17044.05;17045.65;9050
20230317 131400;17047.65;17050;17045.25;17048.55;4700
20230317 131500;17051.35;17063.9;17049.5;17058.5;16100
20230317 131600;17056;17067.8;17055.3;17066.05;18600
20230317 131700;17065.05;17072;17061.35;17064.95;18050
20230317 131800;17062.1;17064.95;17057.25;17059.35;11750
20230317 131900;17057.1;17060.85;17045.6;17050;13500
20230317 132000;17049.1;17056.9;17045.95;17056.5;4750
20230317 132100;17054.45;17056;17049.95;17053.1;2850
20230317 132200;17055.25;17070;17055.25;17064.05;12550
20230317 132300;17064.95;17072.3;17060.05;17065.15;13250
20230317 132400;17063.85;17068.9;17063;17064.9;8900
20230317 132500;17066.7;17067.5;17060;17060.85;9200
20230317 132600;17062;17064.9;17055.45;17064.9;12700
20230317 132700;17063;17075;17061.75;17071.4;16350
20230317 132800;17068.25;17078;17067;17072.3;12550
20230317 132900;17072;17073.55;17061.1;17063.05;12200
20230317 133000;17062.55;17070;17062.55;17066.95;6000
20230317 133100;17066.75;17093;17063.6;17082;50200
20230317 133200;17081.05;17083.5;17071.7;17083.5;21600
20230317 133300;17081.35;17083;17075.35;17083;8500
20230317 133400;17083;17090.95;17078;17084.05;24600
20230317 133500;17085;17087.5;17080.5;17085.25;11150
20230317 133600;17088;17099.1;17086.25;17089.75;64000
20230317 133700;17087.5;17092.9;17075.3;17078.4;22400
20230317 133800;17078.15;17085;17075.6;17085;15700
20230317 133900;17088;17088.9;17081.35;17083.55;6600
20230317 134000;17085.5;17091.15;17083.05;17084.8;6550
20230317 134100;17085;17093;17083.65;17085;22700
20230317 134200;17085.3;17098.95;17085.3;17090;17900
20230317 134300;17088.05;17096.25;17088;17092.4;9800
20230317 134400;17092.9;17098.4;17081.9;17081.9;10350
20230317 134500;17084.05;17084.75;17072.25;17073.2;15650
20230317 134600;17076;17093.25;17076;17092;17350
20230317 134700;17091.3;17114;17091.3;17111.95;58600
20230317 134800;17114;17114;17100;17100;71750
20230317 134900;17105.95;17115;17104.95;17109.55;37300
20230317 135000;17107;17111.75;17106;17107.25;10400
20230317 135100;17106.7;17123.2;17106.7;17116.8;47000
20230317 135200;17115;17119.85;17110.3;17119.85;21600
20230317 135300;17117.85;17127.85;17116.55;17122.65;53000
20230317 135400;17125.6;17139.65;17120.8;17137;55350
20230317 135500;17142;17151.2;17137.55;17149;99750
20230317 135600;17148;17161.95;17146.55;17161.95;103200
20230317 135700;17165;17166.55;17148;17149.9;126150
20230317 135800;17150.8;17159;17148.8;17156.4;43000
20230317 135900;17159.35;17164;17155;17157.4;43800
20230317 140000;17156.45;17160.95;17149.05;17149.95;36100
20230317 140100;17149.95;17159.7;17149.95;17156.65;30950
20230317 140200;17156.8;17156.8;17135.95;17143.9;33450
20230317 140300;17143;17148;17137.5;17142.65;24500
20230317 140400;17142;17152.1;17142;17150;27000
20230317 140500;17149.5;17158.6;17147.2;17150.1;16700
20230317 140600;17150.8;17156.4;17149.6;17150.45;10650
20230317 140700;17150.7;17163;17150.4;17152;21350
20230317 140800;17151.4;17157.65;17141.1;17141.1;24250
20230317 140900;17140.65;17150.35;17140;17149.4;33200
20230317 141000;17149.85;17155.65;17147.3;17151;17300
20230317 141100;17151.05;17154.65;17141.2;17143.8;17500
20230317 141200;17143.65;17150;17143.1;17148;9650
20230317 141300;17147.9;17147.9;17139;17140.3;9600
20230317 141400;17142.4;17147.45;17128;17129.9;21000
20230317 141500;17127.55;17138.55;17124.35;17138.55;24600
20230317 141600;17138.9;17146.15;17134.7;17134.7;28100
20230317 141700;17134.7;17140.75;17133;17140;14500
20230317 141800;17142.5;17142.5;17131;17132;10850
20230317 141900;17132;17133.85;17122.1;17127.5;18000
20230317 142000;17125.1;17131.85;17116.1;17116.1;24000
20230317 142100;17116;17119.25;17106.5;17109.4;29700
20230317 142200;17108;17117.7;17106.35;17110.55;20700
20230317 142300;17112.2;17112.2;17105;17109;16650
20230317 142400;17111;17113;17102;17102;17500
20230317 142500;17100.2;17100.2;17088.05;17091;51400
20230317 142600;17092.15;17092.4;17081;17081;42750
20230317 142700;17079.3;17086;17074;17085.15;43750
20230317 142800;17086.25;17094.5;17083.05;17083.2;45450
20230317 142900;17084.25;17095.35;17080;17095.35;35100
20230317 143000;17095.75;17095.75;17087.8;17090.15;20650
20230317 143100;17090.7;17105.85;17090.55;17105.85;38950
20230317 143200;17106.55;17117.8;17103.35;17117.8;27450
20230317 143300;17117.8;17121.7;17111.85;17121.7;22150
20230317 143400;17122.05;17133;17122.05;17127.8;29950
20230317 143500;17126.9;17143.8;17126.9;17143.6;26600
20230317 143600;17143.3;17147.5;17125.5;17136;31200
20230317 143700;17137.5;17138.7;17132.45;17133.6;12800
20230317 143800;17134.05;17155;17133.6;17149.25;30500
20230317 143900;17150;17150.9;17140;17141.9;19300
20230317 144000;17143;17144;17128.5;17130.2;22850
20230317 144100;17131.15;17140;17131.15;17140;13650
20230317 144200;17139.35;17140;17131.55;17133.6;19400
20230317 144300;17133;17138;17123.25;17123.6;27300
20230317 144400;17123.25;17144.8;17122.1;17139.4;30700
20230317 144500;17140.7;17142.7;17133.05;17135.15;17150
20230317 144600;17137.1;17142;17130;17130;14550
20230317 144700;17129.1;17137.75;17129.1;17136.9;16150
20230317 144800;17140;17145.25;17132.8;17137.6;21850
20230317 144900;17140.2;17140.2;17123.2;17126.2;20650
20230317 145000;17126.85;17129.05;17119.45;17125.05;19500
20230317 145100;17128.7;17129;17118.05;17118.1;35850
20230317 145200;17119.05;17119.05;17111;17111.15;31600
20230317 145300;17110.85;17117;17106;17117;17050
20230317 145400;17116.6;17140;17115.65;17140;35150
20230317 145500;17143.4;17150;17139.85;17145.7;53150
20230317 145600;17145.6;17150;17138.25;17150;19600
20230317 145700;17151;17165;17151;17164.1;68150
20230317 145800;17171.25;17174.9;17163.5;17168.1;96450
20230317 145900;17168.3;17174.3;17158.05;17173.8;36600
20230317 150000;17178;17181.5;17170.1;17174.45;75100
20230317 150100;17175.75;17189.4;17175.1;17187.75;109300
20230317 150200;17189.7;17189.7;17155.05;17158.3;106650
20230317 150300;17159.5;17165.1;17147.35;17164;97750
20230317 150400;17164.05;17175;17164.05;17172.8;74450
20230317 150500;17171;17177.55;17165.55;17171.1;102050
20230317 150600;17169.8;17169.8;17152.55;17167.55;52050
20230317 150700;17167.5;17183;17166.05;17180;76400
20230317 150800;17180.85;17190.95;17176.8;17185.7;71050
20230317 150900;17184;17194;17183.3;17192.75;134950
20230317 151000;17192.5;17199;17189;17198.35;100700
20230317 151100;17199;17199;17183.7;17186.9;82750
20230317 151200;17185.8;17198;17184.7;17196.7;81000
20230317 151300;17196.8;17208.75;17194.75;17207.15;120150
20230317 151400;17205.75;17206.85;17190;17193.5;73150
20230317 151500;17192.2;17194;17185;17193.4;35750
20230317 151600;17192.85;17192.85;17184.5;17188.8;50100
20230317 151700;17188.8;17194;17187.05;17192.25;30300
20230317 151800;17189;17189;17175.25;17183.05;57700
20230317 151900;17182.2;17187;17172.45;17172.45;61950
20230317 152000;17173.5;17173.5;17162;17168.65;86900
20230317 152100;17168.9;17169.25;17154.8;17155.85;83600
20230317 152200;17157.3;17159.85;17153.85;17155.75;76100
20230317 152300;17156.5;17162.7;17154;17162.7;79300
20230317 152400;17163;17173;17163;17168.65;86100
20230317 152500;17170.4;17175.45;17170.4;17174.85;60850
20230317 152600;17176.9;17176.9;17167;17168.05;59900
20230317 152700;17168.1;17175;17168.1;17173.95;83350
20230317 152800;17174.3;17183.3;17174.3;17181;89550
20230317 152900;17182;17191.35;17182;17186.75;113300
20230317 153000;17186.7;17192.75;17186.7;17189;81500
